DOWNLOADED,ALL
6S8Z.pdb.gz,1QSQ
6S8Y.pdb.gz,1QSN
6S8R.pdb.gz,234L
6S7N.pdb.gz,1R4K
6S7E.pdb.gz,1QRX
6S6C.pdb.gz,1QS9
6S5Z.pdb.gz,1QRW
6S5X.pdb.gz,1QRV
6S5W.pdb.gz,1QS5
6S5S.pdb.gz,1QSB
6S5K.pdb.gz,1QTK
6S5H.pdb.gz,1QTG
6S5F.pdb.gz,1R5E
6S4T.pdb.gz,1QTD
6S4C.pdb.gz,1R5S
6S3W.pdb.gz,1R5Q
6S3C.pdb.gz,1R62
6S03.pdb.gz,1QTO
6S2Z.pdb.gz,235L
6S2S.pdb.gz,1QSZ
6S2O.pdb.gz,1R4Y
6S2N.pdb.gz,1QT8
6S2M.pdb.gz,1QSV
6S1W.pdb.gz,1QT7
6S1V.pdb.gz,1R4V
6S1U.pdb.gz,1R57
6S1G.pdb.gz,1QT6
6S1E.pdb.gz,1QST
6S1D.pdb.gz,1QT5
6S0Y.pdb.gz,1R4T
6S0P.pdb.gz,1QT4
6S0I.pdb.gz,1QTC
6RZY.pdb.gz,1QTB
6RZX.pdb.gz,236L
6RZP.pdb.gz,1QUH
6RZM.pdb.gz,1R6H
6RZL.pdb.gz,1QUG
6RZK.pdb.gz,1R6E
6RZJ.pdb.gz,1R75
6RZI.pdb.gz,1QV1
6RZH.pdb.gz,1QUO
6RZG.pdb.gz,1QV0
6RZF.pdb.gz,1QTZ
6RZE.pdb.gz,1QTX
6RZ0.pdb.gz,1QTV
6RYP.pdb.gz,1R67
6RYO.pdb.gz,1QTU
6RYN.pdb.gz,1QU6
6RYM.pdb.gz,1QTT
6RYJ.pdb.gz,1QU5
6RYG.pdb.gz,1QUD
6RXS.pdb.gz,1R6C
6RXL.pdb.gz,1QUA
6RXK.pdb.gz,237L
6RXI.pdb.gz,1R7H
6RXH.pdb.gz,1QW2
6RX2.pdb.gz,1QW1
6RX1.pdb.gz,1R6Y
6RWU.pdb.gz,1QUW
6RWT.pdb.gz,1R8N
6RWS.pdb.gz,238L
6RWR.pdb.gz,1QWV
6RWQ.pdb.gz,1R8U
6RWP.pdb.gz,1QWQ
6RWI.pdb.gz,1QX2
6RWH.pdb.gz,1R8P
6RWG.pdb.gz,1R8O
6RWC.pdb.gz,1QVX
6RW7.pdb.gz,1QY0
6RW2.pdb.gz,239L
6RW1.pdb.gz,1R9K
6RVU.pdb.gz,1R9H
6RVO.pdb.gz,1R9W
6RVL.pdb.gz,1QY2
6RVK.pdb.gz,1QY1
6RVG.pdb.gz,1R9P
6RVF.pdb.gz,1QX8
6RVE.pdb.gz,1R9F
6RUW.pdb.gz,1QYS
6RUP.pdb.gz,1QYB
6RUN.pdb.gz,1QZN
6RUM.pdb.gz,1QYZ
6RUL.pdb.gz,1RA4
6RUK.pdb.gz,1RA3
6RUH.pdb.gz,1RA2
6RUG.pdb.gz,1RA1
6RU3.pdb.gz,1RA9
6RTQ.pdb.gz,1RA8
6RTA.pdb.gz,1RB6
6RT9.pdb.gz,1RAT
6RT3.pdb.gz,1RB5
6RT2.pdb.gz,1RAS
6RT1.pdb.gz,1RAR
6RSZ.pdb.gz,1RAQ
6RSS.pdb.gz,1RAP
6RSL.pdb.gz,1RAX
6RSK.pdb.gz,1RAO
6RSJ.pdb.gz,1RB0
6RSI.pdb.gz,1RBX
6RSA.pdb.gz,1RBW
6RS9.pdb.gz,1RBV
6RS8.pdb.gz,1RBU
6RS7.pdb.gz,1RBT
6RS6.pdb.gz,1RBS
6RS5.pdb.gz,1RC4
6RRV.pdb.gz,1RBR
6RRI.pdb.gz,1RCA
6RRG.pdb.gz,1RBH
6RRA.pdb.gz,1RBG
6RR3.pdb.gz,1RBF
6RR2.pdb.gz,1RBE
6RQW.pdb.gz,1RBD
6RQU.pdb.gz,1RBC
6RQR.pdb.gz,1RBP
6RQP.pdb.gz,1RBN
6RQO.pdb.gz,1RBJ
6RQN.pdb.gz,1RBI
6RQM.pdb.gz,1RCY
6RQI.pdb.gz,1RDB
6RPZ.pdb.gz,1RDA
6RPY.pdb.gz,1RCI
6RPX.pdb.gz,1RCH
6RPV.pdb.gz,1RCG
6RPQ.pdb.gz,1RCF
6RPP.pdb.gz,1RCE
6RPH.pdb.gz,1RCD
6RPG.pdb.gz,1RCC
6RP7.pdb.gz,1RCB
6RP6.pdb.gz,1RCN
6RP5.pdb.gz,1RCL
6RP3.pdb.gz,1RCK
6ROZ.pdb.gz,1RDU
6ROY.pdb.gz,1RE6
6ROK.pdb.gz,1RDS
6ROF.pdb.gz,1RDD
6ROE.pdb.gz,1RDC
6ROB.pdb.gz,1RE2
6ROA.pdb.gz,1REZ
6RO5.pdb.gz,1REY
6RO3.pdb.gz,1REX
6RO2.pdb.gz,1RF7
6RNZ.pdb.gz,1REU
6RNX.pdb.gz,1REM
6RNT.pdb.gz,1RG7
6RNP.pdb.gz,1RGE
6RNO.pdb.gz,1RGA
6RNM.pdb.gz,1RFL
6RNJ.pdb.gz,1RFK
6RNC.pdb.gz,1RFJ
6RNB.pdb.gz,1RFE
6RMY.pdb.gz,1RFS
6RMX.pdb.gz,1RFP
6RMQ.pdb.gz,1RH8
6RMP.pdb.gz,1RHB
6RMK.pdb.gz,1RHA
6RM7.pdb.gz,1RGL
6RM5.pdb.gz,1RGK
6RM1.pdb.gz,1RGH
6RM0.pdb.gz,1RGG
6RLY.pdb.gz,1RGF
6RLX.pdb.gz,1RH6
6RL9.pdb.gz,1RGR
6RL6.pdb.gz,1RH3
6RL4.pdb.gz,1RI9
6RL3.pdb.gz,1RIE
6RKN.pdb.gz,1RHL
6RKM.pdb.gz,1RI7
6RKK.pdb.gz,1RI0
6RKI.pdb.gz,1RJH
6RK8.pdb.gz,1RJA
6RK3.pdb.gz,1RIL
6RK1.pdb.gz,1RIS
6RJZ.pdb.gz,1RJ1
6RJX.pdb.gz,1RKB
6RJW.pdb.gz,1RK9
6RJQ.pdb.gz,1RJV
6RJL.pdb.gz,1RK7
6RJJ.pdb.gz,1RLJ
6RJI.pdb.gz,1RLH
6RJE.pdb.gz,1RL1
6RIZ.pdb.gz,1RKN
6RIY.pdb.gz,1RKJ
6RIX.pdb.gz,1RL8
6RIT.pdb.gz,1RL6
6RIG.pdb.gz,1RMJ
6RHY.pdb.gz,1RMD
6RHN.pdb.gz,1RLK
6RHM.pdb.gz,1RLW
6RHL.pdb.gz,1RM8
6RHK.pdb.gz,1RLS
6RHJ.pdb.gz,1RND
6RHG.pdb.gz,1RNC
6RHF.pdb.gz,1RNB
6RHC.pdb.gz,1RNJ
6RH6.pdb.gz,1RNH
6RH5.pdb.gz,1RMS
6RH4.pdb.gz,1RN4
6RGN.pdb.gz,1RML
6RGI.pdb.gz,1RMZ
6RGF.pdb.gz,1RN8
6RGE.pdb.gz,1RMV
6RGD.pdb.gz,1RN7
6RGC.pdb.gz,1ROD
6RGB.pdb.gz,1ROC
6RGA.pdb.gz,1ROB
6RG9.pdb.gz,1ROA
6RG8.pdb.gz,1S0L
6RG7.pdb.gz,240L
6RG6.pdb.gz,1RNT
6RG5.pdb.gz,1S05
6RG4.pdb.gz,1S04
6RG3.pdb.gz,1RNQ
6RFH.pdb.gz,1RNO
6RFC.pdb.gz,1RNN
6RFB.pdb.gz,1RNM
6RFA.pdb.gz,1RNZ
6RF9.pdb.gz,1RNY
6RF7.pdb.gz,1RNX
6RF6.pdb.gz,1RNW
6RF5.pdb.gz,1RNV
6REM.pdb.gz,1RNU
6REK.pdb.gz,1RPF
6REJ.pdb.gz,1RPE
6RD2.pdb.gz,241L
6RD0.pdb.gz,1RPI
6RCY.pdb.gz,1RPH
6RCR.pdb.gz,1RPG
6RCJ.pdb.gz,1ROU
6RCG.pdb.gz,1ROT
6RCF.pdb.gz,1S30
6RC6.pdb.gz,1RQM
6RC5.pdb.gz,242L
6RC4.pdb.gz,1RPR
6RC3.pdb.gz,1S1Z
6RC2.pdb.gz,1S1Y
6RC1.pdb.gz,1RQ9
6RC0.pdb.gz,1RQ8
6RBZ.pdb.gz,1RRF
6RBY.pdb.gz,1S3D
6RBX.pdb.gz,1S3C
6RBW.pdb.gz,1RRB
6RBV.pdb.gz,1RRA
6RBU.pdb.gz,1S3A
6RBT.pdb.gz,1S3P
6RBS.pdb.gz,1RRO
6RBR.pdb.gz,243L
6RBQ.pdb.gz,1RRI
6RBP.pdb.gz,1RR7
6RBO.pdb.gz,1S36
6RBM.pdb.gz,1S2Z
6RBL.pdb.gz,1RSI
6RAT.pdb.gz,1RSF
6RA8.pdb.gz,1RSE
6RA6.pdb.gz,1RSD
6RA4.pdb.gz,1RSN
6RA1.pdb.gz,1RSM
6RA0.pdb.gz,244L
6R80.pdb.gz,1RRW
6R75.pdb.gz,1S3W
6R74.pdb.gz,1S3V
6R68.pdb.gz,1S3U
6R67.pdb.gz,1RS4
6R66.pdb.gz,1RS2
6R62.pdb.gz,1RRY
6R49.pdb.gz,1S5R
6R31.pdb.gz,1RU2
6R15.pdb.gz,1S5Q
6R9X.pdb.gz,1S62
6R9U.pdb.gz,1RTO
6R9S.pdb.gz,1S60
6R8W.pdb.gz,1RTN
6R8O.pdb.gz,245L
6R8L.pdb.gz,1RSY
6R8K.pdb.gz,1RSU
6R8I.pdb.gz,1RST
6R8D.pdb.gz,1RSS
6R8C.pdb.gz,1S4S
6R7W.pdb.gz,1S4R
6R7M.pdb.gz,1RTB
6R7K.pdb.gz,1RTA
6R7J.pdb.gz,1S4Z
6R7E.pdb.gz,1S6I
6R7A.pdb.gz,1S6D
6R6Q.pdb.gz,1S6N
6R6O.pdb.gz,246L
6R6N.pdb.gz,1RTZ
6R6M.pdb.gz,1RTX
6R6J.pdb.gz,1S69
6R6I.pdb.gz,1RTV
6R6F.pdb.gz,1RTU
6R5M.pdb.gz,1RTT
6R5L.pdb.gz,1S6A
6R5J.pdb.gz,1S7L
6R5G.pdb.gz,247L
6R4D.pdb.gz,1S7K
6R4C.pdb.gz,1S7I
6R4B.pdb.gz,1S7F
6R4A.pdb.gz,1S7E
6R3Z.pdb.gz,1RW5
6R3Y.pdb.gz,1RW2
6R3W.pdb.gz,1RW1
6R3M.pdb.gz,1S79
6R3C.pdb.gz,1RUV
6R2I.pdb.gz,1RV7
6R2G.pdb.gz,1E6M
6R1V.pdb.gz,1DUL
6R1S.pdb.gz,1E6L
6R1Q.pdb.gz,1DUK
6R1P.pdb.gz,1E6K
6R1L.pdb.gz,1DUJ
6R1E.pdb.gz,1E7Z
6R1D.pdb.gz,1E88
6R01.pdb.gz,1E87
6R0R.pdb.gz,1DW6
6R0J.pdb.gz,1E86
6QZJ.pdb.gz,1E85
6QZI.pdb.gz,1E84
6QZB.pdb.gz,1E8B
6QZ8.pdb.gz,1E8A
6QZ6.pdb.gz,1E7J
6QZ5.pdb.gz,1E83
6QYP.pdb.gz,1DVO
6QYG.pdb.gz,1DWZ
6QYF.pdb.gz,1DWY
6QYB.pdb.gz,1E97
6QY5.pdb.gz,1DWT
6QY4.pdb.gz,1DXD
6QY2.pdb.gz,1DXC
6QY1.pdb.gz,1E8K
6QY0.pdb.gz,1E8E
6QXY.pdb.gz,1DWS
6QXX.pdb.gz,1DWR
6QXW.pdb.gz,1DWL
6QXV.pdb.gz,1E8L
6QXU.pdb.gz,1DXW
6QXR.pdb.gz,1DYE
6QXQ.pdb.gz,1DYD
6QX0.pdb.gz,1DYC
6QWZ.pdb.gz,1DYB
6QWY.pdb.gz,1DYA
6QWX.pdb.gz,1DY3
6QWW.pdb.gz,1DY2
6QWU.pdb.gz,1DY1
6QWR.pdb.gz,1DY0
6QWQ.pdb.gz,1E9M
6QWE.pdb.gz,1DYZ
6QWD.pdb.gz,1DYW
6QWC.pdb.gz,1DZD
6QWB.pdb.gz,1DZC
6QWA.pdb.gz,1DYG
6QW9.pdb.gz,1DYF
6QW8.pdb.gz,1DZ3
6QW4.pdb.gz,1DZ1
6QW3.pdb.gz,1DZ0
6QVW.pdb.gz,1DZO
6QVH.pdb.gz,1EAL
6QUR.pdb.gz,1EA2
6QU8.pdb.gz,1EA8
6QU6.pdb.gz,1EBC
6QTC.pdb.gz,1EAR
6QSY.pdb.gz,1EB0
6QSR.pdb.gz,1EAN
6QSO.pdb.gz,1EAZ
6QSM.pdb.gz,1EB6
6QSL.pdb.gz,1ECD
6QSH.pdb.gz,1ECA
6QSG.pdb.gz,1ECN
6QSE.pdb.gz,1EBT
6QSD.pdb.gz,1EC5
6QSA.pdb.gz,1EC3
6QS0.pdb.gz,1EC2
6QRN.pdb.gz,1EC1
6QRL.pdb.gz,1EC0
6QQK.pdb.gz,1EBZ
6QQJ.pdb.gz,1EBY
6QQI.pdb.gz,1EBW
6QQH.pdb.gz,1ED1
6QQF.pdb.gz,1ECO
6QQE.pdb.gz,1ECY
6QQD.pdb.gz,1ECW
6QQC.pdb.gz,1EDU
6QQB.pdb.gz,1EE6
6QQA.pdb.gz,1EFQ
6QQ9.pdb.gz,1EF5
6QQ8.pdb.gz,1EH2
6QQ4.pdb.gz,1EH1
6QQ3.pdb.gz,1EGK
6QPL.pdb.gz,1EHH
6QPK.pdb.gz,1EGX
6QPJ.pdb.gz,1EHC
6QPE.pdb.gz,1EII
6QPD.pdb.gz,1EIF
6QP0.pdb.gz,1EIE
6QNV.pdb.gz,1EJ5
6QNB.pdb.gz,1EJ2
6QN3.pdb.gz,1EIO
6QMS.pdb.gz,1EJ0
6QMQ.pdb.gz,1EI8
6QMP.pdb.gz,1EID
6QMI.pdb.gz,1EIC
6QMH.pdb.gz,1EK0
6QMG.pdb.gz,1EIZ
6QMF.pdb.gz,1EIW
6QM2.pdb.gz,1EJ8
6QLX.pdb.gz,1EJE
6QLU.pdb.gz,1EKG
6QLT.pdb.gz,1EKS
6QLS.pdb.gz,1EL4
6QLR.pdb.gz,1EKR
6QLQ.pdb.gz,1EK8
6QLP.pdb.gz,1ELR
6QLO.pdb.gz,1EKZ
6QLN.pdb.gz,1EKY
6QLL.pdb.gz,1EMU
6QLK.pdb.gz,1EMR
6QLJ.pdb.gz,1EO1
6QLI.pdb.gz,1ENK
6QLH.pdb.gz,1ENJ
6QLC.pdb.gz,1ENW
6QL8.pdb.gz,1ENV
6QL3.pdb.gz,1ENA
6QL2.pdb.gz,1EMY
6QL1.pdb.gz,1ENI
6QL0.pdb.gz,1ENC
6QJY.pdb.gz,1EP0
6QJX.pdb.gz,1F10
6QJW.pdb.gz,1EOW
6QJU.pdb.gz,1F0W
6QJQ.pdb.gz,1F18
6QJP.pdb.gz,1F16
6QJO.pdb.gz,1EOF
6QJN.pdb.gz,1EOE
6QJM.pdb.gz,1EOD
6QJL.pdb.gz,1DSW
6QJH.pdb.gz,1E52
6QIU.pdb.gz,1DT1
6QIH.pdb.gz,1DSY
6QI7.pdb.gz,1E4J
6QI6.pdb.gz,1E5U
6QHM.pdb.gz,1E5G
6QHL.pdb.gz,1DTP
6QHJ.pdb.gz,1DU0
6QHG.pdb.gz,1DTM
6QH2.pdb.gz,1DTL
6QGV.pdb.gz,1DTI
6QGK.pdb.gz,1EQ4
6QGJ.pdb.gz,1EQ1
6QGH.pdb.gz,1F21
6QGG.pdb.gz,1EQ0
6QGF.pdb.gz,1EPZ
6QGE.pdb.gz,1EPY
6QG8.pdb.gz,1EQ8
6QFX.pdb.gz,1F1W
6QFW.pdb.gz,1EQ6
6QFV.pdb.gz,1EQ5
6QFU.pdb.gz,1F1A
6QFQ.pdb.gz,1F1E
6QFP.pdb.gz,1F1D
6QFM.pdb.gz,1EQT
6QFI.pdb.gz,1F2R
6QF1.pdb.gz,1F2Q
6QEY.pdb.gz,1F32
6QEO.pdb.gz,1EQM
6QEN.pdb.gz,1F2M
6QEK.pdb.gz,1F2Z
6QEB.pdb.gz,1F2Y
6QEA.pdb.gz,1EQV
6QE9.pdb.gz,1F36
6QE8.pdb.gz,1EQD
6QE0.pdb.gz,1EQK
6QDU.pdb.gz,1F2H
6QDT.pdb.gz,1F2F
6QDS.pdb.gz,1EQE
6QDR.pdb.gz,1ERU
6QDI.pdb.gz,1ERT
6QCK.pdb.gz,1F40
6QBZ.pdb.gz,1F3Z
6QBU.pdb.gz,1F3Y
6QBI.pdb.gz,1ERX
6QBE.pdb.gz,1ERW
6QBB.pdb.gz,1ERV
6QBA.pdb.gz,1F47
6QB2.pdb.gz,1F3C
6QAZ.pdb.gz,1ERB
6QAY.pdb.gz,1F3G
6QAM.pdb.gz,1ET4
6QA0.pdb.gz,1F4P
6Q99.pdb.gz,1ESO
6Q96.pdb.gz,1F4N
6Q88.pdb.gz,1ESL
6Q87.pdb.gz,1ETW
6Q86.pdb.gz,1F68
6Q77.pdb.gz,1ETV
6Q76.pdb.gz,1EU5
6Q67.pdb.gz,1F65
6Q53.pdb.gz,1F63
6Q47.pdb.gz,1ETY
6Q46.pdb.gz,1ETX
6Q44.pdb.gz,1F5C
6Q43.pdb.gz,1F5B
6Q42.pdb.gz,1ETO
6Q41.pdb.gz,1ETK
6Q24.pdb.gz,1EUW
6Q17.pdb.gz,1EV3
6Q10.pdb.gz,1F6H
6Q9Y.pdb.gz,1EUE
6Q9W.pdb.gz,1EUB
6Q9U.pdb.gz,1EUO
6Q9T.pdb.gz,1EV0
6Q9O.pdb.gz,1F6L
6Q9L.pdb.gz,1F7Y
6Q09.pdb.gz,1F7X
6Q8U.pdb.gz,1F7W
6Q8T.pdb.gz,1EVS
6Q8S.pdb.gz,1EW4
6Q8R.pdb.gz,1F7S
6Q8J.pdb.gz,1EW3
6Q8H.pdb.gz,1F7R
6Q8D.pdb.gz,1F8A
6Q7W.pdb.gz,1EVH
6Q7U.pdb.gz,1EW0
6Q7R.pdb.gz,1F7L
6Q7Q.pdb.gz,1EWX
6Q7P.pdb.gz,1EX8
6Q7O.pdb.gz,1F98
6Q7N.pdb.gz,1EX7
6Q7H.pdb.gz,1F95
6Q7A.pdb.gz,1EWI
6Q6W.pdb.gz,1F8H
6Q6V.pdb.gz,1EY9
6Q6U.pdb.gz,1F9X
6Q6T.pdb.gz,1EY8
6Q6R.pdb.gz,1EY7
6Q6O.pdb.gz,1EY6
6Q6M.pdb.gz,1EY5
6Q6E.pdb.gz,1EYD
6Q6C.pdb.gz,1EYC
6Q5S.pdb.gz,1EYA
6Q5P.pdb.gz,1F9J
6Q5J.pdb.gz,1F9I
6Q3Z.pdb.gz,1EXH
6Q3Y.pdb.gz,1F9H
6Q3V.pdb.gz,1EXG
6Q3U.pdb.gz,1EXE
6Q3Q.pdb.gz,1EXS
6Q3P.pdb.gz,1EY4
6Q2Z.pdb.gz,1EXR
6Q2X.pdb.gz,1EY1
6Q2U.pdb.gz,1EY0
6Q1Y.pdb.gz,1EZ8
6Q1M.pdb.gz,1EZ6
6Q01.pdb.gz,1EYL
6Q0U.pdb.gz,1EYH
6Q0Q.pdb.gz,1EZY
6Q0P.pdb.gz,1EZK
6Q0N.pdb.gz,1EZJ
6Q0M.pdb.gz,1EZG
6Q0G.pdb.gz,1EZT
6Q0F.pdb.gz,1FAA
6Q00.pdb.gz,1FAJ
6PZP.pdb.gz,1FA4
6PZL.pdb.gz,1FAO
6PZJ.pdb.gz,1FAZ
6PZ6.pdb.gz,1FB8
6PZ2.pdb.gz,1FAV
6PYQ.pdb.gz,1FCG
6PYM.pdb.gz,1FBS
6PYK.pdb.gz,1FBQ
6PYI.pdb.gz,1FBU
6PYF.pdb.gz,1FDD
6PYB.pdb.gz,1FDB
6PYA.pdb.gz,1FDA
6PY5.pdb.gz,1FDK
6PY4.pdb.gz,1FCS
6PY1.pdb.gz,1FD3
6PXY.pdb.gz,1FD2
6PXQ.pdb.gz,1FEE
6PXF.pdb.gz,1FF0
6PXC.pdb.gz,1FEN
6PX0.pdb.gz,1FEM
6PWT.pdb.gz,1FEL
6PWS.pdb.gz,1FEJ
6PWR.pdb.gz,1FE5
6PWH.pdb.gz,1FE4
6PWD.pdb.gz,1FE3
6PW8.pdb.gz,1FE0
6PVX.pdb.gz,1FFF
6PVW.pdb.gz,1FFI
6PVV.pdb.gz,1FEW
6PVU.pdb.gz,1FEV
6PVT.pdb.gz,1FER
6PVR.pdb.gz,1FF2
6PV9.pdb.gz,1FF1
6PUV.pdb.gz,1FGC
6PUQ.pdb.gz,1FGL
6PUP.pdb.gz,1FG8
6PUB.pdb.gz,1FG6
6PU8.pdb.gz,1FGA
6PU5.pdb.gz,1FHI
6PU4.pdb.gz,1FHG
6PTY.pdb.gz,1FHR
6PTT.pdb.gz,1FHQ
6PTP.pdb.gz,1FHO
6PTL.pdb.gz,1FGY
6PTG.pdb.gz,1FHB
6PTD.pdb.gz,1FHA
6PSK.pdb.gz,1FGZ
6PSE.pdb.gz,1FIK
6PSB.pdb.gz,1FIO
6PS9.pdb.gz,1FIM
6PRV.pdb.gz,1FIL
6PRT.pdb.gz,1FI9
6PRQ.pdb.gz,1FI7
6PRN.pdb.gz,1FHT
6PRL.pdb.gz,1FHS
6PRK.pdb.gz,1FIA
6PRH.pdb.gz,1FJJ
6PRF.pdb.gz,1FJE
6PRD.pdb.gz,1FIV
6PRB.pdb.gz,1FJ7
6PRA.pdb.gz,1FIT
6PR9.pdb.gz,1FJD
6PR8.pdb.gz,1FKL
6PR7.pdb.gz,1FKK
6PR6.pdb.gz,1FKJ
6PQC.pdb.gz,1FKH
6PQ9.pdb.gz,1FKG
6PQ8.pdb.gz,1FKF
6PQ4.pdb.gz,1FKT
6PQ3.pdb.gz,1FKS
6PQ0.pdb.gz,1FKR
6PPA.pdb.gz,1FKQ
6POM.pdb.gz,1FL0
6POK.pdb.gz,1FKD
6POJ.pdb.gz,1FKC
6PNY.pdb.gz,1FKB
6PNW.pdb.gz,1FLN
6PNO.pdb.gz,1FYX
6PNN.pdb.gz,1FYW
6PNM.pdb.gz,1FYV
6PMO.pdb.gz,1FYS
6PM8.pdb.gz,1FZU
6PLJ.pdb.gz,1FZQ
6PLE.pdb.gz,1GA3
6PKT.pdb.gz,1GBA
6PKS.pdb.gz,1GBJ
6PKR.pdb.gz,1GBE
6PKQ.pdb.gz,1GB3
6PKP.pdb.gz,1GB2
6PKO.pdb.gz,1GB0
6PKN.pdb.gz,1GAM
6PKM.pdb.gz,1GAK
6PKL.pdb.gz,1GAZ
6PKK.pdb.gz,1GAY
6PKJ.pdb.gz,1GB9
6PKF.pdb.gz,1GB8
6PJV.pdb.gz,1GB7
6PJU.pdb.gz,1GB6
6PJR.pdb.gz,1GB5
6PJQ.pdb.gz,1GCL
6PJP.pdb.gz,1GCF
6PJO.pdb.gz,1GBS
6PJN.pdb.gz,1GBO
6PJM.pdb.gz,1GBZ
6PJL.pdb.gz,1GBY
6PJK.pdb.gz,1GBX
6PJI.pdb.gz,1GBW
6PJH.pdb.gz,1GDL
6PJG.pdb.gz,1GDK
6PJF.pdb.gz,1GDJ
6PJE.pdb.gz,1GDI
6PJD.pdb.gz,1GDF
6PJB.pdb.gz,1GD5
6PJA.pdb.gz,1GCS
6PJ9.pdb.gz,1GCQ
6PJ8.pdb.gz,1GCM
6PJ7.pdb.gz,1GD6
6PJ5.pdb.gz,1GE6
6PJ4.pdb.gz,1GE5
6PJ3.pdb.gz,1GE4
6PJ2.pdb.gz,1GDR
6PJ1.pdb.gz,1GE3
6PJ0.pdb.gz,1GE2
6PIZ.pdb.gz,1GE1
6PIY.pdb.gz,1GE0
6PIX.pdb.gz,1GDX
6PIW.pdb.gz,1GE9
6PIV.pdb.gz,1GDW
6PIU.pdb.gz,1GFG
6PIM.pdb.gz,1GFE
6PIL.pdb.gz,1GFA
6PIB.pdb.gz,1FLV
6PI9.pdb.gz,1FLU
6PI4.pdb.gz,1FM5
6PHS.pdb.gz,1FLS
6PHA.pdb.gz,1FM4
6PH9.pdb.gz,1FLQ
6PH1.pdb.gz,1FLP
6PH0.pdb.gz,1FM1
6PGY.pdb.gz,1FKV
6PGX.pdb.gz,1FLD
6PGV.pdb.gz,6Q8D
6PGT.pdb.gz,6Q9O
6PG0.pdb.gz,6PY1
6PFW.pdb.gz,6Q9U
6PFU.pdb.gz,6Q9L
6PFT.pdb.gz,6PXC
6PFS.pdb.gz,6QAY
6PFR.pdb.gz,6QAZ
6PFL.pdb.gz,6QB2
6PEA.pdb.gz,6QBZ
6PDV.pdb.gz,6QBI
6PDK.pdb.gz,6QEA
6PDJ.pdb.gz,6QFI
6PDG.pdb.gz,6QEY
6PDF.pdb.gz,6QEK
6PDE.pdb.gz,6QGE
6PDD.pdb.gz,6QGG
6PDC.pdb.gz,6QGF
6PDB.pdb.gz,6QGH
6PDA.pdb.gz,6QGK
6PD9.pdb.gz,6QGJ
6PD8.pdb.gz,6QFM
6PCL.pdb.gz,6QFP
6PCK.pdb.gz,6QFQ
6PCF.pdb.gz,6QH2
6PCE.pdb.gz,6QI7
6PBQ.pdb.gz,6QI6
6PBO.pdb.gz,6QJH
6PBB.pdb.gz,6QJM
6PBA.pdb.gz,6QJY
6PB9.pdb.gz,6QJP
6PAZ.pdb.gz,6QJO
6PAX.pdb.gz,6QJQ
6PAD.pdb.gz,6QLN
6P79.pdb.gz,6QLP
6P78.pdb.gz,6QLO
6P77.pdb.gz,6QLC
6P57.pdb.gz,6QMG
6P44.pdb.gz,6QMF
6P39.pdb.gz,6QMI
6P38.pdb.gz,6QMH
6P29.pdb.gz,6QLR
6P28.pdb.gz,6QLQ
6P17.pdb.gz,6QLT
6P16.pdb.gz,6QLS
6P9Z.pdb.gz,6QLU
6P9T.pdb.gz,6R01
6P9S.pdb.gz,6QNB
6P9R.pdb.gz,6QN3
6P9Q.pdb.gz,6R0R
6P9P.pdb.gz,6R0J
6P9G.pdb.gz,6QQ3
6P9E.pdb.gz,6R1Q
6P9B.pdb.gz,6QPE
6P9A.pdb.gz,6QPJ
6P8O.pdb.gz,6R1L
6P7T.pdb.gz,6QPK
6P7R.pdb.gz,6QPD
6P7O.pdb.gz,6R31
6P7J.pdb.gz,6QQF
6P7F.pdb.gz,6QQI
6P7A.pdb.gz,6QQH
6P6Z.pdb.gz,6QQK
6P6Y.pdb.gz,6QQJ
6P6X.pdb.gz,6QQC
6P6V.pdb.gz,6QQE
6P6T.pdb.gz,6QQD
6P6S.pdb.gz,6R1V
6P6R.pdb.gz,6QS0
6P6O.pdb.gz,6QRN
6P6M.pdb.gz,6R3M
6P6L.pdb.gz,6R3C
6P6C.pdb.gz,6QSA
6P5H.pdb.gz,6R3W
6P5G.pdb.gz,6R3Y
6P5F.pdb.gz,6R5J
6P5E.pdb.gz,6R5M
6P5D.pdb.gz,6R5G
6P05.pdb.gz,6RAT
6P4Z.pdb.gz,6RCF
6P4I.pdb.gz,6RCY
6P4D.pdb.gz,6RD0
6P3P.pdb.gz,6RCJ
6P3L.pdb.gz,6RGI
6P3A.pdb.gz,6RH5
6P2T.pdb.gz,6RH6
6P2E.pdb.gz,6RGN
6P1Y.pdb.gz,6RHY
6P1G.pdb.gz,6RHM
6P1F.pdb.gz,6RHL
6P1E.pdb.gz,6RHN
6P1C.pdb.gz,6RJI
6P0W.pdb.gz,6RJE
6P0Q.pdb.gz,6RIZ
6P0O.pdb.gz,6RJW
6P0N.pdb.gz,6RJX
6P0M.pdb.gz,6RK1
6P0L.pdb.gz,6RK3
6P0K.pdb.gz,6RLY
6P0J.pdb.gz,6RLX
6P0I.pdb.gz,6RNC
6P0G.pdb.gz,6RNB
6P0F.pdb.gz,6S10
6OZY.pdb.gz,6RP3
6OZX.pdb.gz,6RNZ
6OZE.pdb.gz,6RO3
6OY2.pdb.gz,6RNT
6OY1.pdb.gz,6RPP
6OY0.pdb.gz,6S2N
6OXZ.pdb.gz,6S2M
6OXY.pdb.gz,6S2S
6OXX.pdb.gz,6S25
6OXW.pdb.gz,6RPV
